
4.06640625 9.5613134359517696E+17 
4.078125 8.8701911237209382E+17 
4.08984375 8.2314019991659533E+17 
4.1015625 7.6408068141829939E+17 
4.11328125 7.0946074173030656E+17 
4.125 6.5893175350254374E+17 
4.13671875 6.1217361496611917E+17 
4.1484375 5.6889232347587302E+17 
4.16015625 5.2881776319035846E+17 
4.171875 4.9170168731918771E+17 
4.18359375 4.5731587721619066E+17 
4.1953125 4.2545046226601946E+17 
4.20703125 3.9591238601822886E+17 
4.21875 3.6852400538351642E+17 
4.23046875 3.4312181093603789E+17 
4.2421875 3.1955525747646227E+17 
4.25390625 2.9768569501496634E+17 
4.265625 2.773853912414608E+17 
4.27734375 2.585366373721961E+17 
4.2890625 2.4103093000548326E+17 
4.30078125 2.2476822229259594E+17 
4.3125 2.0965623833958925E+17 
4.32421875 1.9560984530817789E+17 
4.3359375 1.8255047818439677E+17 
4.34765625 1.7040561263754282E+17 
4.359375 1.5910828180347904E+17 
4.37109375 1.4859663319961533E+17 
4.3828125 1.3881352231774328E+17 
4.39453125 1.2970613974832178E+17 
4.40625 1.2122566896911547E+17 
4.41796875 1.1332697218465587E+17 
4.4296875 1.059683018335279E+17 
4.44140625 99111035589843872. 
4.453125 92719432875836976. 
4.46484375 86760411075578832. 
4.4765625 8.120333979754424E+16 
4.48828125 76019851677009312. 
4.5 71183668339925568. 
4.51171875 66670440268741776. 
4.5234375 62457599418895776. 
4.53515625 58524223533458648. 
4.546875 54850911193231464. 
4.55859375 51419666721660032. 
4.5703125 48213794138670312. 
4.58203125 45217799425752456. 
4.59375 42417300426861976. 
4.60546875 39798943766517048. 
4.6171875 37350328218372984. 
4.62890625 35059934004899632. 
4.640625 32917057552112496. 
4.65234375 3.091175126284302E+16 
4.6640625 29034767908197368. 
4.67578125 2.72775092699303E+16 
4.6875 25631978696688836. 
4.69921875 24090737264748512. 
4.7109375 22646863259201188. 
4.72265625 21293914714712124. 
4.734375 20025894776192872. 
4.74609375 18837219659180292. 
4.7578125 17722689007519398. 
4.76953125 16677458462250444. 
4.78125 15697014270585252. 
4.79296875 14777149777553114. 
4.8046875 13913943655484396. 
4.81640625 13103739738036674. 
4.828125 1.234312833606094E+16 
4.83984375 11628928922318284. 
4.8515625 10958174080986334. 
4.86328125 10328094626086852. 
4.875 9.73610580049046E+15 
4.88671875 9179794474076002. 
4.8984375 8656907265972052. 
4.91015625 8165339521655597. 
4.921875 7703125081052456. 
4.93359375 7268426778726662. 
4.9453125 6859527621791707. 
4.95703125 6474822595359114. 
4.96875 6112811049190849. 
4.98046875 5772089622765393. 
4.9921875 5451345669232332. 
5.00390625 5149351141736676. 
5.015625 4864956908363488. 
5.02734375 4597087464507875. 
5.0390625 4344736013824481.5 
5.05078125 4106959891084738. 
5.0625 3882876302266809.5 
5.07421875 3671658359050638.5 
5.0859375 3472531386591069.5 
5.09765625 3284769485015932. 
5.109375 3107692326543030.5 
5.12109375 2.9406621714518E+15 
5.1328125 2783081087378993.5 
5.14453125 2634388357553150.5 
5.15625 2494058064634934.5 
5.16796875 2361596837806583. 
5.1796875 2236541751656714.2 
5.19140625 2118458366235845.5 
5.203125 2006938898433592. 
5.21484375 1901600515537246. 
5.2265625 1802083742492518.5 
5.23828125 1708050974997547.7 
5.25 1619185091124843.2 
5.26171875 1535188154689492.7 
5.2734375 1455780204065865.5 
5.28515625 1380698120602282.5 
5.296875 1309694571200528. 
5.30859375 1242537020009022.2 
5.3203125 1179006804537512.5 
5.33203125 1118898271829945.6 
5.34375 1062017970639531.7 
5.35546875 1008183895833349.4 
5.3671875 957224781518225.87 
5.37890625 908979439623185.25 
5.390625 863296140901289.37 
5.40234375 820032035523816.5 
5.4140625 779052610635113.5 
5.42578125 740231182418102.12 
5.4375 703448420388802.25 
5.4609375 635555694135359.87 
5.484375 574550610258084.75 
5.5078125 519701249552035.19 
5.53125 470356917703546.31 
5.5546875 425938756754588.62 
5.578125 385931484207864.31 
5.6015625 349876119329936.81 
5.625 317363574313451.56 
5.6484375 288029003651673.62 
5.671875 261546818691533.72 
5.6953125 237626286148153.44 
5.71875 216007639629924.81 
5.7421875 196458642147908.25 
5.765625 178771545348116.37 
5.7890625 162760397964924.97 
5.8125 148258661883529.87 
5.8359375 135117099333812.09 
5.859375 123201899217862.78 
5.8828125 112393014484123.16 
5.90625 102582685878045.27 
5.9296875 93674130386060.969 
5.953125 85580375302716.297 
5.9765625 78223221138291.078 
6. 71532318587924.094 
6.0234375 65444346539550.75 
6.046875 59902279638471.352 
6.0703125 54854735278322.344 
6.09375 50255391075607.437 
6.1171875 46062464928288.352 
6.140625 42238250676485.18 
6.1640625 38748703190487.398 
6.1875 35563067422046.039 
6.2109375 32653546580927.441 
6.234375 29995005150590.523 
6.2578125 27564702943543.543 
6.28125 25342056826498.59 
6.3046875 23308427124682.984 
6.328125 21446926049821.398 
6.3515625 19742245792512.305 
6.375 18180504181798.34 
6.3984375 16749106046628.016 
6.421875 15436618619302.371 
6.4453125 14232659502955.221 
6.46875 13127795886450.047 
6.4921875 12113453833159.516 
6.515625 11181836597095.418 
6.5390625 10325851032618.951 
6.5625 9539041264149.1953 
6.5859375 8815528871346.4668 
6.609375 8149958924450.4287 
6.6328125 7537451274935.1143 
6.65625 6973556569392.9814 
6.6796875 6454216510451.8125 
6.703125 5975727938345.4551 
6.7265625 5534710351173.876 
6.75 5128076521515.4902 
6.7734375 4753005902418.9043 
6.796875 4406920547387.1572 
6.8203125 4087463297182.4331 
6.84375 3792478011501.5151 
6.8671875 3519991646128.7539 
6.890625 3268197996353.7949 
6.9140625 3035442945505.7871 
6.9375 2820211073635.811 
6.9609375 2621113495872.7251 
6.984375 2436876812972.3721 
7.0078125 2266333068232.6323 
7.03125 2108410615401.7659 
7.0546875 1962125811592.4041 
7.078125 1826575457640.875 
7.1015625 1700929915923.5344 
7.125 1584426842447.0085 
7.1484375 1476365476149.1753 
7.171875 1376101433852.7131 
7.1953125 1283041964268.3723 
7.21875 1196641618904.8472 
7.2421875 1116398301763.0574 
7.265625 1041849663311.0958 
7.2890625 972569807502.75171 
7.3125 908166283546.01355 
7.3359375 848277336784.63843 
7.359375 792569395454.12305 
7.3828125 740734772238.58337 
7.40625 692489561511.30518 
7.4296875 647571714909.68945 
7.453125 605739279493.46399 
7.4765625 566768784180.9552 
7.5 530453761465.90417 
7.5234375 496603392601.6618 
7.546875 465041265511.30988 
7.5703125 435604235653.88147 
7.59375 408141380956.61108 
7.6171875 382513042721.2149 
7.640625 358589945135.71783 
7.6640625 336252386679.82104 
7.6875 315389497307.63263 
7.7109375 295898555832.38318 
7.734375 277684362429.22388 
7.7578125 260658661618.4064 
7.78125 244739611496.95419 
7.8046875 229851295355.77606 
7.828125 215923272154.64609 
7.8515625 202890162632.918 
7.875 190691268111.39755 
7.8984375 179270219294.14987 
7.921875 168574652609.15088 
7.9453125 158555911836.82553 
7.96875 149168772966.82761 
7.9921875 140371190397.86423 
8.015625 132124062754.56783 
8.0390625 124391016740.55029 
8.0625 117138207579.36459 
8.0859375 110334134715.96759 
8.109375 103949471561.90704 
8.1328125 97956908168.276154 
8.15625 92331005802.818085 
8.1796875 87048062491.830597 
8.203125 82085988664.689499 
8.2265625 77424192109.316544 
8.25 73043471511.479477 
8.2734375 68925917909.920334 
8.296875 65054823453.364952 
8.3203125 61414596895.051842 
8.34375 57990685305.800537 
8.3671875 54769501528.247704 
8.390625 51738356933.008377 
8.4140625 48885399072.52404 
8.4375 46199553860.400017 
8.4609375 43670471933.512573 
8.484375 41288478881.164589 
8.5078125 39044529050.371155 
8.53125 36930162659.160187 
8.5546875 34937465970.679039 
8.578125 33059034300.140709 
8.6015625 31287937644.324955 
8.625 29617688739.584278 
8.6484375 28042213369.281586 
8.671875 26555822755.307098 
8.6953125 25153187880.997295 
8.71875 23829315604.420994 
8.7421875 22579526431.717522 
8.765625 21399433830.056541 
8.7890625 20284924968.882919 
8.8125 19232142786.498528 
8.8359375 18237469286.755737 
8.859375 17297509977.772625 
8.8828125 16409079371.139244 
8.90625 15569187466.157433 
8.9296875 14775027149.240265 
8.953125 14023962443.769825 
8.9765625 13313517550.466484 
9. 12641366622.73542 
9.0234375 12005324225.51189 
9.046875 11403336429.888885 
9.0703125 10833472499.278349 
9.09375 10293917126.067066 
9.1171875 9782963180.6951294 
9.140625 9299004937.8264294 
9.1640625 8840531746.8217773 
9.1875 8406122116.0721617 
9.2109375 7994438182.9214573 
9.234375 7604220542.9254112 
9.2578125 7234283414.0494728 
9.28125 6883510113.1415682 
9.3046875 6550848823.6090202 
9.328125 6235308634.7130146 
9.3515625 5935955834.2666969 
9.375 5651910437.7958717 
9.3984375 5382342938.4021683 
9.421875 5126471262.6630707 
9.4453125 4883557918.9191914 
9.46875 4652907325.2417307 
9.4921875 4433863305.2491331 
9.515625 4225806740.7516694 
9.5390625 4028153370.9596744 
9.5625 3840351728.6905656 
9.5859375 3661881204.6593618 
9.609375 3492250231.5453563 
9.6328125 3330994580.0855842 
9.65625 3177675759.9723873 
9.6796875 3031879518.8144054 
9.703125 2893214432.8755293 
9.7265625 2761310583.7238359 
9.75 2635818315.3159585 
9.7734375 2516407066.4045835 
9.796875 2402764273.4965701 
9.8203125 2294594339.9040222 
9.84375 2191617666.7248831 
9.8671875 2093569741.8630471 
9.890625 2000200283.4520683 
9.9140625 1911272434.2856748 
9.9375 1826562004.0782068 
9.9609375 1745856756.5848703 
9.984375 1668955738.8043323 
10.0078125 1595668649.6658022 
10.03125 1525815245.7687452 
10.0546875 1459224781.9017396 
10.078125 1395735484.2104311 
10.1015625 1335194054.0220351 
10.125 1277455200.4603326 
10.1484375 1222381200.1031854 
